children_under_4,children_under_12,children_under_18,children_under_26,employee_type,distance_dm_home_to_employer_hq,travel_location_known,owns_rents,no_of_medical_visits_previous_year,percent_family_members_with_chronic_condition,percent_family_members_that_play_sports,probe_id,serial,probe,network_status,expense_type,val1,val2,val3,val4,action,plan,estimate_medical_visits,risk_aversion,choice,kdma_depends_on,persona
0,0,0,1,Salaried,2062,No,Rents,2,9,4,2,13,DEDUCTIBLE,IN-NETWORK,COST IN $,600,0,1600,200,200,3,5,high,high,RISK,4
3,3,2,4,Bonus,4271,No,Rents,43,64,87,16,16,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,0,30,75,0,4,50,high,high,RISK,4
1,1,2,1,Bonus,3085,No,Rents,9,12,39,14,14,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,90,80,100,95,3,10,high,high,RISK,4
0,0,0,0,Bonus,1440,Yes,Owns,4,10,8,18,13,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,15,10,10,10,3,5,high,high,RISK,4
1,1,0,0,Bonus,489,No,Rents,9,11,30,11,14,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,100,0,10,200,10,3,10,high,high,RISK,4
0,2,1,0,Hourly,3337,No,Rents,7,19,30,10,14,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,60,120,100,60,3,10,high,high,RISK,4
3,4,4,3,Bonus,3085,No,Rents,45,54,88,20,16,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,10,30,50,10,4,50,high,high,RISK,4
0,1,1,0,Hourly,170,No,Rents,9,4,8,17,13,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,100,80,50,70,80,3,5,high,high,RISK,4
2,2,1,2,Hourly,2954,Yes,Owns,39,40,57,4,15,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,4000,1500,6450,1000,4,20,high,high,RISK,4
3,4,4,3,Bonus,3085,No,Rents,45,54,88,15,16,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,50,70,80,70,80,4,50,high,high,RISK,4
2,2,3,2,Bonus,1006,No,Owns,50,63,98,13,16,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,50,70,80,80,4,50,high,high,RISK,4
1,0,1,1,Salaried,4038,Yes,Rents,5,5,12,1,13,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,1600,600,0,200,3,5,high,high,RISK,4
2,3,1,3,Salaried,4259,Yes,Rents,17,43,57,17,15,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,50,100,80,100,4,20,high,high,RISK,4
0,1,0,2,Salaried,2062,No,Rents,7,19,30,1,14,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,600,200,0,200,3,10,high,high,RISK,4
1,0,1,0,Salaried,1855,No,Rents,9,10,10,12,13,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,200,40,25,25,3,5,high,high,RISK,4
1,2,1,1,Bonus,4493,Yes,Owns,18,14,29,16,14,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,30,75,0,50,30,3,10,high,high,RISK,4
1,1,1,3,Bonus,381,No,Owns,20,38,64,10,15,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,60,0,100,120,0,4,20,high,high,RISK,4
0,2,2,1,Salaried,3954,No,Owns,6,12,28,2,14,DEDUCTIBLE,IN-NETWORK,COST IN $,600,200,0,1600,200,3,10,high,high,RISK,4
2,2,2,1,Salaried,2175,No,Owns,35,49,59,16,15,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,0,30,75,0,4,20,high,high,RISK,4
0,1,0,1,Salaried,4555,No,Rents,2,1,9,5,13,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,4000,2000,1500,6450,2000,3,5,high,high,RISK,4
1,1,1,0,Bonus,3149,No,Owns,1,3,4,4,13,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,4000,1500,6450,1500,3,5,high,high,RISK,4
2,3,1,3,Salaried,4259,Yes,Rents,17,43,57,20,15,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,10,100,30,50,10,4,20,high,high,RISK,4
2,3,1,3,Bonus,4623,Yes,Owns,19,48,52,17,15,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,80,100,50,100,4,20,high,high,RISK,4
0,0,0,1,Salaried,1210,No,Rents,9,1,13,5,13,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,4000,1500,6450,2000,2000,3,5,high,high,RISK,4
1,1,1,1,Hourly,2384,No,Rents,17,40,57,17,15,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,80,100,50,100,4,20,high,high,RISK,4
1,1,2,0,Hourly,2547,Yes,Owns,14,16,37,18,14,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,10,20,10,10,3,10,high,high,RISK,4
0,0,0,2,Bonus,381,No,Owns,8,16,39,8,14,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,15,80,20,20,3,10,high,high,RISK,4
2,4,4,4,Salaried,2240,Yes,Rents,59,74,85,20,16,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,10,30,100,50,10,4,50,high,high,RISK,4
2,2,2,3,Hourly,3289,No,Rents,59,54,88,2,16,DEDUCTIBLE,IN-NETWORK,COST IN $,1600,200,600,0,0,4,50,high,high,RISK,4
3,4,3,4,Salaried,4259,Yes,Rents,37,70,81,13,16,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,60,70,50,80,4,50,high,high,RISK,4
4,4,2,2,Bonus,2804,No,Owns,48,51,79,17,16,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,70,80,100,100,4,50,high,high,RISK,4
0,2,0,1,Hourly,3429,No,Rents,15,18,32,13,14,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,50,70,80,70,3,10,high,high,RISK,4
1,1,3,2,Bonus,3179,No,Rents,21,26,51,4,15,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,4000,1500,1000,1000,4,20,high,high,RISK,4
0,2,0,1,Hourly,176,Yes,Rents,9,18,32,15,14,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,50,70,70,3,10,high,high,RISK,4
1,1,2,0,Salaried,4539,No,Owns,10,20,34,20,14,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,100,10,30,30,3,10,high,high,RISK,4
0,1,2,1,Bonus,2810,Yes,Owns,15,20,35,16,14,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,75,0,50,30,30,3,10,high,high,RISK,4
3,3,3,2,Hourly,4605,Yes,Rents,46,65,88,15,16,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,70,50,80,4,50,high,high,RISK,4
2,2,2,3,Hourly,3289,No,Rents,59,54,88,12,16,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,25,200,40,0,4,50,high,high,RISK,4
0,0,0,1,Salaried,1210,No,Rents,9,1,13,15,13,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,70,50,80,70,3,5,high,high,RISK,4
0,0,0,0,Bonus,489,No,Rents,3,0,4,16,13,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,30,75,0,30,3,5,high,high,RISK,4
0,1,1,0,Salaried,1919,No,Owns,10,15,31,4,14,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,1500,4000,6450,1500,3,10,high,high,RISK,4
2,4,4,4,Salaried,3990,No,Rents,53,53,77,20,16,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,100,30,10,10,4,50,high,high,RISK,4
2,4,2,3,Hourly,3429,No,Rents,58,70,81,2,16,DEDUCTIBLE,IN-NETWORK,COST IN $,1600,200,600,0,0,4,50,high,high,RISK,4
2,3,3,4,Salaried,2062,No,Rents,40,72,79,12,16,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,25,200,40,0,4,50,high,high,RISK,4
2,2,1,1,Bonus,2404,Yes,Owns,11,14,34,20,14,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,10,30,100,30,3,10,high,high,RISK,4
2,4,3,3,Salaried,1625,No,Owns,60,65,80,12,16,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,25,0,40,200,0,4,50,high,high,RISK,4
0,1,2,0,Salaried,912,Yes,Rents,16,14,30,12,14,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,0,25,40,25,3,10,high,high,RISK,4
1,0,1,0,Hourly,152,Yes,Owns,8,6,13,14,13,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,80,95,100,95,3,5,high,high,RISK,4
3,1,2,1,Bonus,458,No,Rents,25,43,57,1,15,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,600,0,200,1600,0,4,20,high,high,RISK,4
4,4,2,2,Bonus,2804,No,Owns,48,51,79,1,16,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,600,0,1600,0,4,50,high,high,RISK,4
3,2,1,1,Bonus,1139,No,Owns,29,38,56,11,15,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,100,10,0,0,4,20,high,high,RISK,4
4,3,4,3,Hourly,1593,No,Owns,36,55,76,13,16,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,50,80,60,80,4,50,high,high,RISK,4
4,3,4,2,Salaried,1366,No,Owns,56,61,80,17,16,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,80,50,100,100,4,50,high,high,RISK,4
1,3,3,1,Salaried,1012,Yes,Owns,34,26,75,15,15,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,50,80,70,80,4,20,high,high,RISK,4
1,2,1,1,Bonus,2639,No,Rents,16,31,54,16,15,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,75,30,50,0,0,4,20,high,high,RISK,4
0,1,0,0,Hourly,4470,Yes,Owns,0,5,23,16,13,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,30,0,75,50,30,3,5,high,high,RISK,4
2,1,2,1,Bonus,2793,Yes,Owns,17,19,27,20,14,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,30,10,50,100,30,3,10,high,high,RISK,4
0,1,1,2,Salaried,3990,No,Rents,13,12,28,11,14,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,100,0,10,10,3,10,high,high,RISK,4
1,1,1,2,Hourly,2879,Yes,Rents,37,31,55,5,15,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2000,4000,6450,1500,1500,4,20,high,high,RISK,4
3,1,1,2,Hourly,3735,Yes,Owns,34,33,56,13,15,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,60,50,70,80,4,20,high,high,RISK,4
1,2,0,0,Hourly,4350,No,Rents,7,16,37,14,14,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,80,95,90,100,95,3,10,high,high,RISK,4
2,2,1,1,Salaried,792,No,Owns,28,24,60,13,15,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,50,80,70,80,4,20,high,high,RISK,4
0,1,1,0,Salaried,1919,No,Owns,10,15,31,8,14,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,80,20,15,20,3,10,high,high,RISK,4
2,0,1,2,Bonus,2742,No,Owns,17,20,28,14,14,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,100,80,95,95,3,10,high,high,RISK,4
1,1,1,1,Salaried,1210,No,Rents,17,12,39,4,14,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,1500,6450,1000,1500,3,10,high,high,RISK,4
1,0,1,0,Salaried,1366,No,Owns,7,4,5,12,13,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,40,0,25,200,25,3,5,high,high,RISK,4
1,1,1,1,Hourly,874,No,Owns,17,17,35,4,14,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,1000,4000,1500,1500,3,10,high,high,RISK,4
1,1,0,0,Salaried,792,No,Owns,12,12,35,13,14,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,50,60,70,3,10,high,high,RISK,4
3,3,3,2,Salaried,153,Yes,Owns,36,61,80,18,16,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,15,10,20,10,4,50,high,high,RISK,4
2,3,3,4,Bonus,381,No,Owns,41,65,88,20,16,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,100,10,30,10,4,50,high,high,RISK,4
0,0,0,0,Salaried,153,Yes,Owns,0,4,5,1,13,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,0,200,600,200,3,5,high,high,RISK,4
2,4,4,3,Hourly,170,No,Rents,61,60,83,12,16,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,25,40,0,0,4,50,high,high,RISK,4
4,4,3,2,Hourly,2246,No,Owns,62,60,83,17,16,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,70,80,100,100,4,50,high,high,RISK,4
0,1,1,0,Salaried,1012,Yes,Owns,8,2,25,2,13,DEDUCTIBLE,IN-NETWORK,COST IN $,200,600,0,1600,200,3,5,high,high,RISK,4
2,1,1,1,Salaried,153,Yes,Owns,15,33,56,20,15,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,10,100,50,30,10,4,20,high,high,RISK,4
3,2,1,1,Bonus,1139,No,Owns,29,38,56,10,15,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,0,60,120,0,4,20,high,high,RISK,4
2,4,4,4,Salaried,3990,No,Rents,53,53,77,1,16,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,1600,600,0,0,4,50,high,high,RISK,4
4,4,4,4,Salaried,3664,No,Owns,39,65,88,10,16,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,120,60,0,0,4,50,high,high,RISK,4
2,3,4,3,Hourly,2563,Yes,Rents,59,56,100,8,16,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,80,20,15,15,4,50,high,high,RISK,4
1,1,2,0,Hourly,2547,Yes,Owns,14,16,37,13,14,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,60,50,70,3,10,high,high,RISK,4
3,1,1,1,Hourly,4826,No,Owns,25,35,73,17,15,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,100,50,100,4,20,high,high,RISK,4
2,2,2,2,Salaried,1210,No,Rents,38,24,64,14,15,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,80,100,95,90,100,4,20,high,high,RISK,4
1,3,1,1,Bonus,4199,No,Owns,33,40,57,5,15,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,6450,4000,2000,1500,4,20,high,high,RISK,4
1,1,1,2,Hourly,2183,Yes,Owns,16,35,73,10,15,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,0,120,60,0,4,20,high,high,RISK,4
2,1,2,1,Hourly,152,Yes,Owns,34,38,64,13,15,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,70,50,80,80,4,20,high,high,RISK,4
0,0,0,0,Hourly,4605,Yes,Rents,10,16,39,16,14,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,30,75,50,30,3,10,high,high,RISK,4
0,1,1,0,Salaried,1625,No,Owns,16,16,31,5,14,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2000,4000,1500,6450,2000,3,10,high,high,RISK,4
3,4,2,3,Hourly,176,Yes,Rents,45,70,81,5,16,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,4000,6450,2000,1500,4,50,high,high,RISK,4
4,2,4,4,Bonus,144,Yes,Owns,46,72,79,11,16,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,100,200,10,0,0,4,50,high,high,RISK,4
0,2,2,2,Salaried,2240,Yes,Rents,15,20,35,13,14,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,60,70,50,70,3,10,high,high,RISK,4
2,3,3,3,Salaried,1214,No,Owns,37,67,81,17,16,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,100,50,70,100,4,50,high,high,RISK,4
1,0,0,1,Salaried,1125,Yes,Rents,1,1,2,1,13,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,1600,0,600,200,3,5,high,high,RISK,4
2,3,3,1,Hourly,4144,No,Owns,23,26,51,11,15,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,10,100,200,0,4,20,high,high,RISK,4
1,1,1,0,Bonus,2793,Yes,Owns,9,9,1,16,13,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,75,50,30,30,3,5,high,high,RISK,4
0,0,1,0,Hourly,3681,Yes,Owns,1,2,1,1,13,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,600,200,1600,0,200,3,5,high,high,RISK,4
2,2,3,1,Hourly,2547,Yes,Owns,32,36,62,12,15,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,25,40,0,0,4,20,high,high,RISK,4
1,1,2,0,Salaried,83,Yes,Owns,7,20,28,16,14,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,75,30,0,30,3,10,high,high,RISK,4
0,1,1,0,Bonus,3085,No,Rents,3,1,13,12,13,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,40,25,200,25,3,5,high,high,RISK,4
3,3,4,3,Salaried,1622,Yes,Rents,42,55,84,20,16,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,10,50,30,10,4,50,high,high,RISK,4
2,3,3,3,Bonus,1972,Yes,Owns,62,60,80,14,16,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,95,80,100,100,4,50,high,high,RISK,4
3,4,2,3,Bonus,4199,No,Owns,57,67,81,12,16,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,200,40,25,0,4,50,high,high,RISK,4
0,0,0,0,Bonus,4271,No,Rents,3,5,12,5,13,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,2000,4000,6450,2000,3,5,high,high,RISK,4
0,0,1,0,Hourly,2547,Yes,Owns,7,5,12,11,13,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,200,100,10,10,3,5,high,high,RISK,4
1,3,2,1,Bonus,4493,Yes,Owns,39,31,54,17,15,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,100,70,50,100,4,20,high,high,RISK,4
3,1,3,2,Salaried,4038,Yes,Rents,28,36,62,12,15,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,200,40,25,0,4,20,high,high,RISK,4
2,0,1,2,Bonus,144,Yes,Owns,10,19,30,14,14,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,90,80,100,95,3,10,high,high,RISK,4
3,3,2,2,Bonus,1440,Yes,Owns,46,75,83,14,16,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,80,100,95,100,4,50,high,high,RISK,4
2,2,2,1,Salaried,2175,No,Owns,35,49,59,14,15,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,80,90,95,100,100,4,20,high,high,RISK,4
4,2,4,2,Hourly,2250,No,Owns,48,68,84,8,16,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,80,15,20,40,15,4,50,high,high,RISK,4
0,0,0,0,Bonus,2363,Yes,Rents,12,16,31,16,14,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,30,75,50,30,3,10,high,high,RISK,4
1,2,1,2,Hourly,1019,Yes,Owns,15,20,28,14,14,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,100,80,90,95,3,10,high,high,RISK,4
1,1,0,0,Salaried,792,No,Owns,12,12,35,2,14,DEDUCTIBLE,IN-NETWORK,COST IN $,0,600,200,1600,200,3,10,high,high,RISK,4
0,1,0,0,Hourly,4519,Yes,Owns,4,10,2,20,13,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,30,100,10,50,30,3,5,high,high,RISK,4
1,1,2,1,Salaried,1214,No,Owns,17,40,57,13,15,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,80,70,50,80,4,20,high,high,RISK,4
1,1,0,0,Salaried,4671,Yes,Rents,15,12,28,8,14,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,15,80,40,20,20,3,10,high,high,RISK,4
0,0,2,1,Bonus,3179,No,Rents,8,13,26,13,14,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,80,70,60,70,3,10,high,high,RISK,4
4,3,4,2,Hourly,152,Yes,Owns,58,65,88,10,16,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,0,60,120,0,4,50,high,high,RISK,4
4,3,3,4,Salaried,1125,Yes,Rents,38,53,77,18,16,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,10,10,15,10,4,50,high,high,RISK,4
1,1,0,0,Bonus,1139,No,Owns,6,6,5,2,13,DEDUCTIBLE,IN-NETWORK,COST IN $,600,0,1600,200,200,3,5,high,high,RISK,4
3,4,2,3,Hourly,176,Yes,Rents,45,70,81,4,16,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,6450,1500,1000,1000,4,50,high,high,RISK,4
0,1,0,0,Hourly,3429,No,Rents,8,8,6,14,13,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,100,80,90,95,95,3,5,high,high,RISK,4
1,3,2,1,Bonus,4493,Yes,Owns,39,31,54,20,15,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,10,50,30,10,4,20,high,high,RISK,4
1,0,1,1,Salaried,4038,Yes,Rents,5,5,12,12,13,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,25,200,40,25,3,5,high,high,RISK,4
4,4,2,3,Salaried,792,No,Owns,50,55,84,16,16,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,30,75,0,0,4,50,high,high,RISK,4
2,3,4,3,Hourly,2563,Yes,Rents,59,56,100,4,16,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,1500,1000,6450,1000,4,50,high,high,RISK,4
0,0,0,2,Bonus,381,No,Owns,8,16,39,15,14,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,50,70,70,70,3,10,high,high,RISK,4
0,0,0,0,Bonus,2909,Yes,Rents,9,14,30,2,14,DEDUCTIBLE,IN-NETWORK,COST IN $,200,0,600,1600,200,3,10,high,high,RISK,4
1,3,3,1,Hourly,170,No,Rents,37,31,59,11,15,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,100,200,0,10,0,4,20,high,high,RISK,4
1,0,1,0,Hourly,1593,No,Owns,0,2,1,18,13,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,10,15,10,10,3,5,high,high,RISK,4
3,2,4,4,Salaried,1235,Yes,Rents,55,60,83,10,16,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,120,60,0,0,4,50,high,high,RISK,4
1,1,1,1,Hourly,2384,No,Rents,17,40,57,15,15,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,70,80,50,80,4,20,high,high,RISK,4
3,3,3,3,Hourly,2879,Yes,Rents,61,60,80,12,16,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,40,200,25,0,4,50,high,high,RISK,4
1,3,1,2,Hourly,4519,Yes,Owns,26,50,53,2,15,DEDUCTIBLE,IN-NETWORK,COST IN $,200,600,1600,0,0,4,20,high,high,RISK,4
2,1,1,2,Salaried,4138,No,Owns,17,13,27,13,14,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,80,60,50,70,3,10,high,high,RISK,4
1,1,0,0,Salaried,792,No,Owns,12,12,35,15,14,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,50,80,70,70,3,10,high,high,RISK,4
1,0,1,0,Bonus,458,No,Rents,4,8,6,15,13,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,70,50,70,3,5,high,high,RISK,4
0,1,1,0,Salaried,1919,No,Owns,10,15,31,16,14,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,75,30,50,30,3,10,high,high,RISK,4
3,1,3,1,Hourly,3252,Yes,Owns,24,24,60,12,15,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,200,25,40,0,4,20,high,high,RISK,4
1,0,0,0,Salaried,2852,Yes,Rents,1,5,5,11,13,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,100,0,10,200,10,3,5,high,high,RISK,4
2,1,1,2,Salaried,4138,No,Owns,17,13,27,10,14,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,60,100,0,120,60,3,10,high,high,RISK,4
3,1,3,2,Salaried,4038,Yes,Rents,28,36,62,2,15,DEDUCTIBLE,IN-NETWORK,COST IN $,1600,200,0,600,0,4,20,high,high,RISK,4
4,3,4,4,Bonus,3757,No,Rents,38,56,75,12,16,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,40,25,200,0,4,50,high,high,RISK,4
2,3,3,3,Salaried,1214,No,Owns,37,67,81,12,16,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,25,200,40,0,4,50,high,high,RISK,4
1,0,1,0,Bonus,1856,Yes,Rents,7,0,4,18,13,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,10,10,15,10,3,5,high,high,RISK,4
0,0,1,1,Bonus,3409,Yes,Rents,13,14,30,18,14,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,20,10,10,10,3,10,high,high,RISK,4
