Case,Actual Outcome,Actual Outcome of 5 Most Similar Cases,Similarity#1,Similarity#2,Similarity#3,Similarity#4,Similarity#5,Top 5 Most Similar Case Index,Similarity Score,Diff_Attributes: Most Similar Variation 1,Diff_Attributes: Most Similar Variation 2,Diff_Attributes: Most Similar Variation 3,Diff_Attributes: Most Similar Variation 4,Diff_Attributes: Most Similar Variation 5
[480],7,[7 7 7 7 7],Case: 542 / Pred: 7,Case: 454 / Pred: 7,Case: 304 / Pred: 7,Case: 440 / Pred: 7,Case: 388 / Pred: 7,"[542, 454, 304, 440, 388]","[0.47248710280182366, 0.4707395028866631, 0.46969606658825586, 0.46969606658825586, 0.46910901812195815]", - Non-Counterfactual,Mission: 5.0/4.0 - Non-Counterfactual,"Mission: 5.0/4.0, Risktol: 6.0/5.0 - Non-Counterfactual","Mission: 6.0/4.0, Risktol: 4.0/5.0 - Non-Counterfactual","Denial: 5.0/10.0, Risktol: 6.0/5.0 - Non-Counterfactual"
[481],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[482],7,[7 7 7 7 7],Case: 292 / Pred: 7,Case: 492 / Pred: 7,Case: 530 / Pred: 7,Case: 370 / Pred: 7,Case: 522 / Pred: 7,"[292, 492, 530, 370, 522]","[0.4707395028866631, 0.4707395028866631, 0.47015375728888, 0.46910901812195815, 0.4688808984243883]",Mission: 4.0/7.0 - Non-Counterfactual,Mission: 5.0/7.0 - Non-Counterfactual,Denial: 8.0/7.0 - Non-Counterfactual,"Denial: 10.0/7.0, Risktol: 9.0/8.0 - Non-Counterfactual","Risktol: 9.0/8.0, Timeurg: 0.0/2.0 - Non-Counterfactual"
[483],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[484],7,[7 7 7 7 7],Case: 335 / Pred: 7,Case: 294 / Pred: 7,Case: 386 / Pred: 7,Case: 322 / Pred: 7,Case: 337 / Pred: 7,"[335, 294, 386, 322, 337]","[0.47144753441348874, 0.4707395028866631, 0.4699261447469857, 0.4696914815449822, 0.4696914815449822]",Risktol: 6.0/5.0 - Non-Counterfactual,Mission: 3.0/6.0 - Non-Counterfactual,Timeurg: 0.0/5.0 - Non-Counterfactual,Risktol: 8.0/5.0 - Non-Counterfactual,Risktol: 8.0/5.0 - Non-Counterfactual
[485],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[486],7,[7 7 7 7 7],Case: 530 / Pred: 7,Case: 456 / Pred: 7,Case: 304 / Pred: 7,Case: 388 / Pred: 7,Case: 478 / Pred: 7,"[530, 456, 304, 388, 478]","[0.47051544736793083, 0.46969606658825586, 0.4683974516975649, 0.4683974516975649, 0.4683974516975649]",Risktol: 8.0/6.0 - Non-Counterfactual,"Mission: 6.0/7.0, Risktol: 5.0/6.0 - Non-Counterfactual","Mission: 5.0/7.0, Denial: 10.0/8.0 - Non-Counterfactual","Mission: 4.0/7.0, Denial: 5.0/8.0 - Non-Counterfactual","Mission: 3.0/7.0, Denial: 5.0/8.0 - Non-Counterfactual"
[487],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[488],7,[7 7 7 7 7],Case: 424 / Pred: 7,Case: 396 / Pred: 7,Case: 360 / Pred: 7,Case: 364 / Pred: 7,Case: 406 / Pred: 7,"[424, 396, 360, 364, 406]","[0.4707395028866631, 0.46969606658825586, 0.4696914815449822, 0.46910901812195815, 0.46876049692328564]",Mission: 4.0/8.0 - Non-Counterfactual,"Mission: 5.0/8.0, Risktol: 1.0/2.0 - Non-Counterfactual",Risktol: 5.0/2.0 - Non-Counterfactual,"Denial: 10.0/8.0, Risktol: 1.0/2.0 - Non-Counterfactual","Mission: 6.0/8.0, Risktol: 4.0/2.0 - Non-Counterfactual"
[489],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[490],7,[7 7 7 7 7],Case: 468 / Pred: 7,Case: 506 / Pred: 7,Case: 512 / Pred: 7,Case: 370 / Pred: 7,Case: 378 / Pred: 7,"[468, 506, 512, 370, 378]","[0.4707395028866631, 0.4707395028866631, 0.4707395028866631, 0.4699261447469857, 0.4699261447469857]",Mission: 4.0/7.0 - Non-Counterfactual,Mission: 1.0/7.0 - Non-Counterfactual,Mission: 1.0/7.0 - Non-Counterfactual,Timeurg: 2.0/5.0 - Non-Counterfactual,Timeurg: 0.0/5.0 - Non-Counterfactual
[491],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[492],7,[7 7 7 7 7],Case: 292 / Pred: 7,Case: 482 / Pred: 7,Case: 382 / Pred: 7,Case: 408 / Pred: 7,Case: 372 / Pred: 7,"[292, 482, 382, 408, 372]","[0.4707395028866631, 0.4707395028866631, 0.4699261447469857, 0.4699261447469857, 0.4696914815449822]",Mission: 4.0/5.0 - Non-Counterfactual,Mission: 7.0/5.0 - Non-Counterfactual,Timeurg: 5.0/2.0 - Non-Counterfactual,Timeurg: 3.0/2.0 - Non-Counterfactual,Risktol: 5.0/8.0 - Non-Counterfactual
[493],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[494],7,[7 7 7 7 7],Case: 362 / Pred: 7,Case: 352 / Pred: 7,Case: 339 / Pred: 7,Case: 416 / Pred: 7,Case: 364 / Pred: 7,"[362, 352, 339, 416, 364]","[0.47144753441348874, 0.4707395028866631, 0.47015375728888, 0.46910901812195815, 0.4683974516975649]",Risktol: 2.0/1.0 - Non-Counterfactual,Mission: 1.0/7.0 - Non-Counterfactual,Denial: 10.0/7.0 - Non-Counterfactual,"Denial: 10.0/7.0, Risktol: 2.0/1.0 - Non-Counterfactual","Mission: 8.0/7.0, Denial: 10.0/7.0 - Non-Counterfactual"
[495],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[496],7,[7 7 7 7 7],Case: 329 / Pred: 7,Case: 390 / Pred: 7,Case: 500 / Pred: 7,Case: 386 / Pred: 7,Case: 432 / Pred: 7,"[329, 390, 500, 386, 432]","[0.47248710280182366, 0.4707395028866631, 0.4707395028866631, 0.47015375728888, 0.46969606658825586]", - Non-Counterfactual,Mission: 4.0/6.0 - Non-Counterfactual,Mission: 7.0/6.0 - Non-Counterfactual,Denial: 10.0/5.0 - Non-Counterfactual,"Mission: 5.0/6.0, Risktol: 6.0/5.0 - Non-Counterfactual"
[497],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[498],7,[7 7 7 7 7],Case: 412 / Pred: 7,Case: 510 / Pred: 7,Case: 324 / Pred: 7,Case: 400 / Pred: 7,Case: 452 / Pred: 7,"[412, 510, 324, 400, 452]","[0.47248710280182366, 0.47248710280182366, 0.4707395028866631, 0.4707395028866631, 0.4707395028866631]", - Non-Counterfactual, - Non-Counterfactual,Mission: 2.0/4.0 - Non-Counterfactual,Mission: 3.0/4.0 - Non-Counterfactual,Mission: 2.0/4.0 - Non-Counterfactual
[499],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[500],7,[7 7 7 7 7],Case: 329 / Pred: 7,Case: 390 / Pred: 7,Case: 496 / Pred: 7,Case: 346 / Pred: 7,Case: 432 / Pred: 7,"[329, 390, 496, 346, 432]","[0.4707395028866631, 0.4707395028866631, 0.4707395028866631, 0.47015375728888, 0.46969606658825586]",Mission: 6.0/7.0 - Non-Counterfactual,Mission: 4.0/7.0 - Non-Counterfactual,Mission: 6.0/7.0 - Non-Counterfactual,Denial: 10.0/5.0 - Non-Counterfactual,"Mission: 5.0/7.0, Risktol: 6.0/5.0 - Non-Counterfactual"
[501],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[502],7,[7 7 7 7 7],Case: 400 / Pred: 7,Case: 324 / Pred: 7,Case: 412 / Pred: 7,Case: 452 / Pred: 7,Case: 470 / Pred: 7,"[400, 324, 412, 452, 470]","[0.47248710280182366, 0.4707395028866631, 0.4707395028866631, 0.4707395028866631, 0.4707395028866631]", - Non-Counterfactual,Mission: 2.0/3.0 - Non-Counterfactual,Mission: 4.0/3.0 - Non-Counterfactual,Mission: 2.0/3.0 - Non-Counterfactual,Mission: 7.0/3.0 - Non-Counterfactual
[503],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[504],7,[7 7 7 7 7],Case: 420 / Pred: 7,Case: 476 / Pred: 7,Case: 532 / Pred: 7,Case: 444 / Pred: 7,Case: 314 / Pred: 7,"[420, 476, 532, 444, 314]","[0.47144753441348874, 0.4699261447469857, 0.4699261447469857, 0.4696914815449822, 0.4688808984243883]",Risktol: 5.0/6.0 - Non-Counterfactual,Timeurg: 0.0/5.0 - Non-Counterfactual,Timeurg: 0.0/5.0 - Non-Counterfactual,Risktol: 9.0/6.0 - Non-Counterfactual,"Risktol: 5.0/6.0, Timeurg: 0.0/5.0 - Non-Counterfactual"
[505],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[506],7,[7 7 7 7 7],Case: 512 / Pred: 7,Case: 468 / Pred: 7,Case: 490 / Pred: 7,Case: 322 / Pred: 7,Case: 337 / Pred: 7,"[512, 468, 490, 322, 337]","[0.47248710280182366, 0.4707395028866631, 0.4707395028866631, 0.46969606658825586, 0.46969606658825586]", - Non-Counterfactual,Mission: 4.0/1.0 - Non-Counterfactual,Mission: 7.0/1.0 - Non-Counterfactual,"Mission: 6.0/1.0, Risktol: 8.0/9.0 - Non-Counterfactual","Mission: 6.0/1.0, Risktol: 8.0/9.0 - Non-Counterfactual"
[507],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[508],7,[7 7 7 7 7],Case: 476 / Pred: 7,Case: 532 / Pred: 7,Case: 318 / Pred: 7,Case: 314 / Pred: 7,Case: 522 / Pred: 7,"[476, 532, 318, 314, 522]","[0.4707395028866631, 0.4707395028866631, 0.47015375728888, 0.46969606658825586, 0.4696914815449822]",Mission: 4.0/7.0 - Non-Counterfactual,Mission: 4.0/7.0 - Non-Counterfactual,Denial: 10.0/7.0 - Non-Counterfactual,"Mission: 4.0/7.0, Risktol: 5.0/6.0 - Non-Counterfactual",Risktol: 9.0/6.0 - Non-Counterfactual
[509],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[510],7,[7 7 7 7 7],Case: 412 / Pred: 7,Case: 498 / Pred: 7,Case: 324 / Pred: 7,Case: 400 / Pred: 7,Case: 452 / Pred: 7,"[412, 498, 324, 400, 452]","[0.47248710280182366, 0.47248710280182366, 0.4707395028866631, 0.4707395028866631, 0.4707395028866631]", - Non-Counterfactual, - Non-Counterfactual,Mission: 2.0/4.0 - Non-Counterfactual,Mission: 3.0/4.0 - Non-Counterfactual,Mission: 2.0/4.0 - Non-Counterfactual
[511],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[512],7,[7 7 7 7 7],Case: 506 / Pred: 7,Case: 468 / Pred: 7,Case: 490 / Pred: 7,Case: 322 / Pred: 7,Case: 337 / Pred: 7,"[506, 468, 490, 322, 337]","[0.47248710280182366, 0.4707395028866631, 0.4707395028866631, 0.46969606658825586, 0.46969606658825586]", - Non-Counterfactual,Mission: 4.0/1.0 - Non-Counterfactual,Mission: 7.0/1.0 - Non-Counterfactual,"Mission: 6.0/1.0, Risktol: 8.0/9.0 - Non-Counterfactual","Mission: 6.0/1.0, Risktol: 8.0/9.0 - Non-Counterfactual"
[513],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[514],7,[7 7 7 7 7],Case: 310 / Pred: 7,Case: 316 / Pred: 7,Case: 374 / Pred: 7,Case: 384 / Pred: 7,Case: 290 / Pred: 7,"[310, 316, 374, 384, 290]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.4707395028866631]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual,Mission: 6.0/5.0 - Non-Counterfactual
[515],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[516],7,[7 7 7 7 7],Case: 472 / Pred: 7,Case: 524 / Pred: 7,Case: 298 / Pred: 7,Case: 320 / Pred: 7,Case: 416 / Pred: 7,"[472, 524, 298, 320, 416]","[0.4696914815449822, 0.4688808984243883, 0.46816898528275724, 0.46816898528275724, 0.46816898528275724]",Risktol: 5.0/2.0 - Non-Counterfactual,"Risktol: 1.0/2.0, Timeurg: 0.0/3.0 - Non-Counterfactual","Mission: 6.0/5.0, Timeurg: 0.0/3.0 - Non-Counterfactual","Mission: 7.0/5.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 7.0/5.0, Timeurg: 0.0/3.0 - Non-Counterfactual"
[517],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[518],7,[7 7 7 7 7],Case: 324 / Pred: 7,Case: 400 / Pred: 7,Case: 412 / Pred: 7,Case: 452 / Pred: 7,Case: 470 / Pred: 7,"[324, 400, 412, 452, 470]","[0.4707395028866631, 0.4707395028866631, 0.4707395028866631, 0.4707395028866631, 0.4707395028866631]",Mission: 2.0/5.0 - Non-Counterfactual,Mission: 3.0/5.0 - Non-Counterfactual,Mission: 4.0/5.0 - Non-Counterfactual,Mission: 2.0/5.0 - Non-Counterfactual,Mission: 7.0/5.0 - Non-Counterfactual
[519],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[520],7,[7 7 7 7 7],Case: 462 / Pred: 7,Case: 298 / Pred: 7,Case: 320 / Pred: 7,Case: 416 / Pred: 7,Case: 426 / Pred: 7,"[462, 298, 320, 416, 426]","[0.4699261447469857, 0.46816898528275724, 0.46816898528275724, 0.46816898528275724, 0.46816898528275724]",Timeurg: 0.0/8.0 - Non-Counterfactual,"Mission: 6.0/2.0, Timeurg: 0.0/8.0 - Non-Counterfactual","Mission: 7.0/2.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 7.0/2.0, Timeurg: 0.0/8.0 - Non-Counterfactual","Mission: 7.0/2.0, Timeurg: 2.0/8.0 - Non-Counterfactual"
[521],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[522],7,[7 7 7 7 7],Case: 536 / Pred: 7,Case: 378 / Pred: 7,Case: 460 / Pred: 7,Case: 508 / Pred: 7,Case: 470 / Pred: 7,"[536, 378, 460, 508, 470]","[0.4707395028866631, 0.47015375728888, 0.46969606658825586, 0.4696914815449822, 0.46910901812195815]",Mission: 2.0/7.0 - Non-Counterfactual,Denial: 10.0/7.0 - Non-Counterfactual,"Mission: 6.0/7.0, Risktol: 8.0/9.0 - Non-Counterfactual",Risktol: 6.0/9.0 - Non-Counterfactual,"Denial: 10.0/7.0, Risktol: 8.0/9.0 - Non-Counterfactual"
[523],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[524],7,[7 7 7 7 7],Case: 339 / Pred: 7,Case: 364 / Pred: 7,Case: 376 / Pred: 7,Case: 396 / Pred: 7,Case: 298 / Pred: 7,"[339, 364, 376, 396, 298]","[0.4707395028866631, 0.4707395028866631, 0.4707395028866631, 0.47015375728888, 0.46969606658825586]",Mission: 7.0/5.0 - Non-Counterfactual,Mission: 8.0/5.0 - Non-Counterfactual,Mission: 4.0/5.0 - Non-Counterfactual,Denial: 8.0/10.0 - Non-Counterfactual,"Mission: 6.0/5.0, Risktol: 2.0/1.0 - Non-Counterfactual"
[525],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[526],7,[7 7 7 7 7],Case: 402 / Pred: 7,Case: 322 / Pred: 7,Case: 327 / Pred: 7,Case: 331 / Pred: 7,Case: 337 / Pred: 7,"[402, 322, 327, 331, 337]","[0.4699261447469857, 0.4688808984243883, 0.4688808984243883, 0.4688808984243883, 0.4688808984243883]",Timeurg: 0.0/6.0 - Non-Counterfactual,"Risktol: 8.0/9.0, Timeurg: 5.0/6.0 - Non-Counterfactual","Risktol: 10.0/9.0, Timeurg: 0.0/6.0 - Non-Counterfactual","Risktol: 10.0/9.0, Timeurg: 0.0/6.0 - Non-Counterfactual","Risktol: 8.0/9.0, Timeurg: 5.0/6.0 - Non-Counterfactual"
[527],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[528],7,[7 7 7 7 7],Case: 324 / Pred: 7,Case: 452 / Pred: 7,Case: 343 / Pred: 7,Case: 370 / Pred: 7,Case: 474 / Pred: 7,"[324, 452, 343, 370, 474]","[0.4699261447469857, 0.4699261447469857, 0.46969606658825586, 0.46969606658825586, 0.46969606658825586]",Timeurg: 0.0/2.0 - Non-Counterfactual,Timeurg: 0.0/2.0 - Non-Counterfactual,"Mission: 4.0/2.0, Risktol: 9.0/8.0 - Non-Counterfactual","Mission: 7.0/2.0, Risktol: 9.0/8.0 - Non-Counterfactual","Mission: 5.0/2.0, Risktol: 9.0/8.0 - Non-Counterfactual"
[529],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[530],7,[7 7 7 7 7],Case: 486 / Pred: 7,Case: 482 / Pred: 7,Case: 370 / Pred: 7,Case: 292 / Pred: 7,Case: 422 / Pred: 7,"[486, 482, 370, 292, 422]","[0.47051544736793083, 0.47015375728888, 0.46910901812195815, 0.4683974516975649, 0.4683974516975649]",Risktol: 6.0/8.0 - Non-Counterfactual,Denial: 7.0/8.0 - Non-Counterfactual,"Denial: 10.0/8.0, Risktol: 9.0/8.0 - Non-Counterfactual","Mission: 4.0/7.0, Denial: 7.0/8.0 - Non-Counterfactual","Mission: 3.0/7.0, Denial: 3.0/8.0 - Non-Counterfactual"
[531],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[532],7,[7 7 7 7 7],Case: 476 / Pred: 7,Case: 314 / Pred: 7,Case: 508 / Pred: 7,Case: 504 / Pred: 7,Case: 390 / Pred: 7,"[476, 314, 508, 504, 390]","[0.47248710280182366, 0.47144753441348874, 0.4707395028866631, 0.4699261447469857, 0.46910901812195815]", - Non-Counterfactual,Risktol: 5.0/6.0 - Non-Counterfactual,Mission: 7.0/4.0 - Non-Counterfactual,Timeurg: 5.0/0.0 - Non-Counterfactual,"Denial: 5.0/7.0, Risktol: 5.0/6.0 - Non-Counterfactual"
[533],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
