Case,Actual Outcome,Actual Outcome of 5 Most Similar Cases,Similarity#1,Similarity#2,Similarity#3,Similarity#4,Similarity#5,Top 5 Most Similar Case Index,Similarity Score,Diff_Attributes: Most Similar Variation 1,Diff_Attributes: Most Similar Variation 2,Diff_Attributes: Most Similar Variation 3,Diff_Attributes: Most Similar Variation 4,Diff_Attributes: Most Similar Variation 5
233,8,[8 8 8 8 8],Case: 234 / Pred: 8,Case: 236 / Pred: 8,Case: 226 / Pred: 8,Case: 230 / Pred: 8,Case: 232 / Pred: 8,"[234, 236, 226, 230, 232]","[0.3410032413928608, 0.3394824697009694, 0.33940082184166687, 0.33920314355080317, 0.33920314355080317]", - Non-Counterfactual,"Mission: 2.0/7.0, Denial: 8.0/3.0, Timeurg: 8.0/6.0 - Non-Counterfactual","Risktol: 2.0/7.0, Timeurg: 3.0/6.0 - Non-Counterfactual","Mission: 2.0/7.0, Risktol: 3.0/7.0, Timeurg: 3.0/6.0 - Non-Counterfactual","Mission: 2.0/7.0, Risktol: 2.0/7.0, Timeurg: 2.0/6.0 - Non-Counterfactual"
234,8,[8 8 8 8 8],Case: 233 / Pred: 8,Case: 236 / Pred: 8,Case: 226 / Pred: 8,Case: 230 / Pred: 8,Case: 232 / Pred: 8,"[233, 236, 226, 230, 232]","[0.3410032413928608, 0.3394824697009694, 0.33940082184166687, 0.33920314355080317, 0.33920314355080317]", - Non-Counterfactual,"Mission: 2.0/7.0, Denial: 8.0/3.0, Timeurg: 8.0/6.0 - Non-Counterfactual","Risktol: 2.0/7.0, Timeurg: 3.0/6.0 - Non-Counterfactual","Mission: 2.0/7.0, Risktol: 3.0/7.0, Timeurg: 3.0/6.0 - Non-Counterfactual","Mission: 2.0/7.0, Risktol: 2.0/7.0, Timeurg: 2.0/6.0 - Non-Counterfactual"
235,2,[2 2 2 5 5],Case: 239 / Pred: 2,Case: 227 / Pred: 2,Case: 231 / Pred: 2,Case: 251 / Pred: 5,Case: 243 / Pred: 5,"[239, 227, 231, 251, 243]","[0.33898222101264736, 0.3387842984711883, 0.3387842984711883, 0.3265788332280423, 0.32585301589663873]","Denial: 2.0/3.0, Risktol: 2.0/8.0, Timeurg: 4.0/8.0 - Non-Counterfactual","Mission: 7.0/8.0, Denial: 2.0/3.0, Risktol: 4.0/8.0, Timeurg: 3.0/8.0 - Non-Counterfactual","Mission: 7.0/8.0, Denial: 7.0/3.0, Risktol: 7.0/8.0, Timeurg: 7.0/8.0 - Non-Counterfactual","Prompt: 11.0/10.0, Age: 40.0/36.0, Rank: 0.0/1.0, Location: 3.0/0.0, Mission: 3.0/8.0, Denial: 2.0/3.0 - Counterfactual","Prompt: 11.0/10.0, Age: 40.0/36.0, Rank: 0.0/1.0, Location: 3.0/0.0, Mission: 7.0/8.0, Denial: 2.0/3.0, Risktol: 2.0/8.0 - Counterfactual"
236,8,[8 8 8 8 8],Case: 224 / Pred: 8,Case: 228 / Pred: 8,Case: 233 / Pred: 8,Case: 234 / Pred: 8,Case: 230 / Pred: 8,"[224, 228, 233, 234, 230]","[0.3403081901700035, 0.33989070683478784, 0.3394824697009694, 0.3394824697009694, 0.33898222101264736]",Risktol: 8.0/7.0 - Non-Counterfactual,"Denial: 7.0/8.0, Risktol: 8.0/7.0 - Non-Counterfactual","Mission: 7.0/2.0, Denial: 3.0/8.0, Timeurg: 6.0/8.0 - Non-Counterfactual","Mission: 7.0/2.0, Denial: 3.0/8.0, Timeurg: 6.0/8.0 - Non-Counterfactual","Denial: 3.0/8.0, Risktol: 3.0/7.0, Timeurg: 3.0/8.0 - Non-Counterfactual"
237,8,[8 8 8 8 8],Case: 226 / Pred: 8,Case: 230 / Pred: 8,Case: 232 / Pred: 8,Case: 233 / Pred: 8,Case: 234 / Pred: 8,"[226, 230, 232, 233, 234]","[0.33920314355080317, 0.33920314355080317, 0.33920314355080317, 0.33920314355080317, 0.33920314355080317]","Mission: 7.0/6.0, Risktol: 2.0/0.0, Timeurg: 3.0/4.0 - Non-Counterfactual","Mission: 2.0/6.0, Risktol: 3.0/0.0, Timeurg: 3.0/4.0 - Non-Counterfactual","Mission: 2.0/6.0, Risktol: 2.0/0.0, Timeurg: 2.0/4.0 - Non-Counterfactual","Mission: 7.0/6.0, Risktol: 7.0/0.0, Timeurg: 6.0/4.0 - Non-Counterfactual","Mission: 7.0/6.0, Risktol: 7.0/0.0, Timeurg: 6.0/4.0 - Non-Counterfactual"
238,8,[8 8 8 8 8],Case: 225 / Pred: 8,Case: 232 / Pred: 8,Case: 226 / Pred: 8,Case: 224 / Pred: 8,Case: 228 / Pred: 8,"[225, 232, 226, 224, 228]","[0.34080649255609197, 0.34038962038266385, 0.3394824697009694, 0.3387842984711883, 0.3387842984711883]",Mission: 8.0/0.0 - Non-Counterfactual,"Mission: 2.0/0.0, Denial: 3.0/2.0 - Non-Counterfactual","Mission: 7.0/0.0, Denial: 3.0/2.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Mission: 2.0/0.0, Denial: 8.0/2.0, Risktol: 8.0/2.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Mission: 2.0/0.0, Denial: 7.0/2.0, Risktol: 8.0/2.0, Timeurg: 8.0/2.0 - Non-Counterfactual"
239,2,[2 2 2 5 5],Case: 227 / Pred: 2,Case: 235 / Pred: 2,Case: 231 / Pred: 2,Case: 255 / Pred: 5,Case: 243 / Pred: 5,"[227, 235, 231, 255, 243]","[0.33920314355080317, 0.33898222101264736, 0.3387842984711883, 0.3262884608334574, 0.32606894912999107]","Mission: 7.0/8.0, Risktol: 4.0/2.0, Timeurg: 3.0/4.0 - Non-Counterfactual","Denial: 3.0/2.0, Risktol: 8.0/2.0, Timeurg: 8.0/4.0 - Non-Counterfactual","Mission: 7.0/8.0, Denial: 7.0/2.0, Risktol: 7.0/2.0, Timeurg: 7.0/4.0 - Non-Counterfactual","Prompt: 11.0/10.0, Age: 40.0/36.0, Rank: 0.0/1.0, Location: 3.0/0.0, Mission: 4.0/8.0, Risktol: 4.0/2.0 - Counterfactual","Prompt: 11.0/10.0, Age: 40.0/36.0, Rank: 0.0/1.0, Location: 3.0/0.0, Mission: 7.0/8.0, Timeurg: 8.0/4.0 - Counterfactual"
240,8,[8 8 8 8 8],Case: 252 / Pred: 8,Case: 244 / Pred: 8,Case: 241 / Pred: 8,Case: 242 / Pred: 8,Case: 248 / Pred: 8,"[252, 244, 241, 242, 248]","[0.34080649255609197, 0.3401110392573743, 0.3396799854367662, 0.3396799854367662, 0.33898222101264736]",Mission: 7.0/2.0 - Non-Counterfactual,"Mission: 8.0/2.0, Risktol: 2.0/8.0 - Non-Counterfactual","Denial: 2.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Denial: 2.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Denial: 2.0/8.0, Risktol: 2.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual"
241,8,[8 8 8 8 8],Case: 242 / Pred: 8,Case: 248 / Pred: 8,Case: 250 / Pred: 8,Case: 249 / Pred: 8,Case: 240 / Pred: 8,"[242, 248, 250, 249, 240]","[0.3410032413928608, 0.3403081901700035, 0.33989070683478784, 0.33969331362362665, 0.3396799854367662]", - Non-Counterfactual,Risktol: 2.0/8.0 - Non-Counterfactual,"Denial: 3.0/2.0, Risktol: 6.0/8.0 - Non-Counterfactual","Mission: 3.0/2.0, Denial: 3.0/2.0, Risktol: 7.0/8.0 - Non-Counterfactual","Denial: 8.0/2.0, Timeurg: 8.0/2.0 - Non-Counterfactual"
242,8,[8 8 8 8 8],Case: 241 / Pred: 8,Case: 248 / Pred: 8,Case: 250 / Pred: 8,Case: 249 / Pred: 8,Case: 240 / Pred: 8,"[241, 248, 250, 249, 240]","[0.3410032413928608, 0.3403081901700035, 0.33989070683478784, 0.33969331362362665, 0.3396799854367662]", - Non-Counterfactual,Risktol: 2.0/8.0 - Non-Counterfactual,"Denial: 3.0/2.0, Risktol: 6.0/8.0 - Non-Counterfactual","Mission: 3.0/2.0, Denial: 3.0/2.0, Risktol: 7.0/8.0 - Non-Counterfactual","Denial: 8.0/2.0, Timeurg: 8.0/2.0 - Non-Counterfactual"
243,5,[5 5 5 1 1],Case: 251 / Pred: 5,Case: 247 / Pred: 5,Case: 255 / Pred: 5,Case: 163 / Pred: 1,Case: 175 / Pred: 1,"[251, 247, 255, 163, 175]","[0.3401110392573743, 0.33969331362362665, 0.33920314355080317, 0.32932035600983023, 0.3274560410753639]","Mission: 3.0/7.0, Risktol: 8.0/2.0 - Non-Counterfactual","Mission: 6.0/7.0, Denial: 7.0/2.0, Risktol: 7.0/2.0 - Non-Counterfactual","Mission: 4.0/7.0, Risktol: 4.0/2.0, Timeurg: 4.0/8.0 - Non-Counterfactual",Prompt: 16.0/11.0 - Counterfactual,"Prompt: 16.0/11.0, Mission: 4.0/7.0, Risktol: 6.0/2.0, Timeurg: 2.0/8.0 - Counterfactual"
244,8,[8 8 8 8 8],Case: 240 / Pred: 8,Case: 252 / Pred: 8,Case: 246 / Pred: 8,Case: 248 / Pred: 8,Case: 241 / Pred: 8,"[240, 252, 246, 248, 241]","[0.3401110392573743, 0.3401110392573743, 0.3394824697009694, 0.3394824697009694, 0.3387842984711883]","Mission: 2.0/8.0, Risktol: 8.0/2.0 - Non-Counterfactual","Mission: 7.0/8.0, Risktol: 8.0/2.0 - Non-Counterfactual","Mission: 4.0/8.0, Denial: 7.0/8.0, Timeurg: 3.0/8.0 - Non-Counterfactual","Mission: 2.0/8.0, Denial: 2.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 2.0/8.0, Denial: 2.0/8.0, Risktol: 8.0/2.0, Timeurg: 2.0/8.0 - Non-Counterfactual"
245,8,[8 8 8 8 8],Case: 246 / Pred: 8,Case: 252 / Pred: 8,Case: 240 / Pred: 8,Case: 241 / Pred: 8,Case: 242 / Pred: 8,"[246, 252, 240, 241, 242]","[0.33920314355080317, 0.33898222101264736, 0.3387842984711883, 0.3387842984711883, 0.3387842984711883]","Mission: 4.0/7.0, Risktol: 2.0/3.0, Timeurg: 3.0/7.0 - Non-Counterfactual","Denial: 8.0/7.0, Risktol: 8.0/3.0, Timeurg: 8.0/7.0 - Non-Counterfactual","Mission: 2.0/7.0, Denial: 8.0/7.0, Risktol: 8.0/3.0, Timeurg: 8.0/7.0 - Non-Counterfactual","Mission: 2.0/7.0, Denial: 2.0/7.0, Risktol: 8.0/3.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Mission: 2.0/7.0, Denial: 2.0/7.0, Risktol: 8.0/3.0, Timeurg: 2.0/7.0 - Non-Counterfactual"
246,8,[8 8 8 8 8],Case: 253 / Pred: 8,Case: 254 / Pred: 8,Case: 244 / Pred: 8,Case: 248 / Pred: 8,Case: 245 / Pred: 8,"[253, 254, 244, 248, 245]","[0.33969331362362665, 0.33969331362362665, 0.3394824697009694, 0.3394824697009694, 0.33920314355080317]","Mission: 6.0/4.0, Denial: 3.0/7.0, Risktol: 6.0/2.0 - Non-Counterfactual","Mission: 0.0/4.0, Denial: 2.0/7.0, Risktol: 4.0/2.0 - Non-Counterfactual","Mission: 8.0/4.0, Denial: 8.0/7.0, Timeurg: 8.0/3.0 - Non-Counterfactual","Mission: 2.0/4.0, Denial: 2.0/7.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 7.0/4.0, Risktol: 3.0/2.0, Timeurg: 7.0/3.0 - Non-Counterfactual"
247,5,[5 5 5 1 1],Case: 243 / Pred: 5,Case: 251 / Pred: 5,Case: 255 / Pred: 5,Case: 163 / Pred: 1,Case: 171 / Pred: 1,"[243, 251, 255, 163, 171]","[0.33969331362362665, 0.33969331362362665, 0.3387842984711883, 0.3279637686736192, 0.3274560410753639]","Mission: 7.0/6.0, Denial: 2.0/7.0, Risktol: 2.0/7.0 - Non-Counterfactual","Mission: 3.0/6.0, Denial: 2.0/7.0, Risktol: 8.0/7.0 - Non-Counterfactual","Mission: 4.0/6.0, Denial: 2.0/7.0, Risktol: 4.0/7.0, Timeurg: 4.0/8.0 - Non-Counterfactual","Prompt: 16.0/11.0, Mission: 7.0/6.0, Denial: 2.0/7.0, Risktol: 2.0/7.0 - Counterfactual","Prompt: 16.0/11.0, Mission: 8.0/6.0, Risktol: 8.0/7.0, Timeurg: 7.0/8.0 - Counterfactual"
248,8,[8 8 8 8 8],Case: 241 / Pred: 8,Case: 242 / Pred: 8,Case: 250 / Pred: 8,Case: 249 / Pred: 8,Case: 244 / Pred: 8,"[241, 242, 250, 249, 244]","[0.3403081901700035, 0.3403081901700035, 0.33989070683478784, 0.33969331362362665, 0.3394824697009694]",Risktol: 8.0/2.0 - Non-Counterfactual,Risktol: 8.0/2.0 - Non-Counterfactual,"Denial: 3.0/2.0, Risktol: 6.0/2.0 - Non-Counterfactual","Mission: 3.0/2.0, Denial: 3.0/2.0, Risktol: 7.0/2.0 - Non-Counterfactual","Mission: 8.0/2.0, Denial: 8.0/2.0, Timeurg: 8.0/2.0 - Non-Counterfactual"
249,8,[8 8 8 8 8],Case: 250 / Pred: 8,Case: 241 / Pred: 8,Case: 242 / Pred: 8,Case: 248 / Pred: 8,Case: 253 / Pred: 8,"[250, 241, 242, 248, 253]","[0.3401110392573743, 0.33969331362362665, 0.33969331362362665, 0.33969331362362665, 0.33920314355080317]","Mission: 2.0/3.0, Risktol: 6.0/7.0 - Non-Counterfactual","Mission: 2.0/3.0, Denial: 2.0/3.0, Risktol: 8.0/7.0 - Non-Counterfactual","Mission: 2.0/3.0, Denial: 2.0/3.0, Risktol: 8.0/7.0 - Non-Counterfactual","Mission: 2.0/3.0, Denial: 2.0/3.0, Risktol: 2.0/7.0 - Non-Counterfactual","Mission: 6.0/3.0, Risktol: 6.0/7.0, Timeurg: 3.0/2.0 - Non-Counterfactual"
250,8,[8 8 8 8 8],Case: 249 / Pred: 8,Case: 253 / Pred: 8,Case: 241 / Pred: 8,Case: 242 / Pred: 8,Case: 248 / Pred: 8,"[249, 253, 241, 242, 248]","[0.3401110392573743, 0.3399004544545376, 0.33989070683478784, 0.33989070683478784, 0.33989070683478784]","Mission: 3.0/2.0, Risktol: 7.0/6.0 - Non-Counterfactual","Mission: 6.0/2.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Denial: 2.0/3.0, Risktol: 8.0/6.0 - Non-Counterfactual","Denial: 2.0/3.0, Risktol: 8.0/6.0 - Non-Counterfactual","Denial: 2.0/3.0, Risktol: 2.0/6.0 - Non-Counterfactual"
251,5,[5 5 5 1 1],Case: 243 / Pred: 5,Case: 247 / Pred: 5,Case: 255 / Pred: 5,Case: 163 / Pred: 1,Case: 171 / Pred: 1,"[243, 247, 255, 163, 171]","[0.3401110392573743, 0.33969331362362665, 0.33920314355080317, 0.3283964148201603, 0.3277453790311516]","Mission: 7.0/3.0, Risktol: 2.0/8.0 - Non-Counterfactual","Mission: 6.0/3.0, Denial: 7.0/2.0, Risktol: 7.0/8.0 - Non-Counterfactual","Mission: 4.0/3.0, Risktol: 4.0/8.0, Timeurg: 4.0/8.0 - Non-Counterfactual","Prompt: 16.0/11.0, Mission: 7.0/3.0, Risktol: 2.0/8.0 - Counterfactual","Prompt: 16.0/11.0, Mission: 8.0/3.0, Denial: 7.0/2.0, Timeurg: 7.0/8.0 - Counterfactual"
252,8,[8 8 8 8 8],Case: 240 / Pred: 8,Case: 244 / Pred: 8,Case: 241 / Pred: 8,Case: 242 / Pred: 8,Case: 245 / Pred: 8,"[240, 244, 241, 242, 245]","[0.34080649255609197, 0.3401110392573743, 0.3394824697009694, 0.3394824697009694, 0.33898222101264736]",Mission: 2.0/7.0 - Non-Counterfactual,"Mission: 8.0/7.0, Risktol: 2.0/8.0 - Non-Counterfactual","Mission: 2.0/7.0, Denial: 2.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 2.0/7.0, Denial: 2.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Denial: 7.0/8.0, Risktol: 3.0/8.0, Timeurg: 7.0/8.0 - Non-Counterfactual"
253,8,[8 8 8 8 8],Case: 250 / Pred: 8,Case: 246 / Pred: 8,Case: 254 / Pred: 8,Case: 249 / Pred: 8,Case: 240 / Pred: 8,"[250, 246, 254, 249, 240]","[0.3399004544545376, 0.33969331362362665, 0.33969331362362665, 0.33920314355080317, 0.3387842984711883]","Mission: 2.0/6.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 4.0/6.0, Denial: 7.0/3.0, Risktol: 2.0/6.0 - Non-Counterfactual","Mission: 0.0/6.0, Denial: 2.0/3.0, Risktol: 4.0/6.0 - Non-Counterfactual","Mission: 3.0/6.0, Risktol: 7.0/6.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 2.0/6.0, Denial: 8.0/3.0, Risktol: 8.0/6.0, Timeurg: 8.0/3.0 - Non-Counterfactual"
254,8,[8 8 8 8 8],Case: 246 / Pred: 8,Case: 253 / Pred: 8,Case: 241 / Pred: 8,Case: 242 / Pred: 8,Case: 248 / Pred: 8,"[246, 253, 241, 242, 248]","[0.33969331362362665, 0.33969331362362665, 0.33920314355080317, 0.33920314355080317, 0.33920314355080317]","Mission: 4.0/0.0, Denial: 7.0/2.0, Risktol: 2.0/4.0 - Non-Counterfactual","Mission: 6.0/0.0, Denial: 3.0/2.0, Risktol: 6.0/4.0 - Non-Counterfactual","Mission: 2.0/0.0, Risktol: 8.0/4.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 2.0/0.0, Risktol: 8.0/4.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 2.0/0.0, Risktol: 2.0/4.0, Timeurg: 2.0/3.0 - Non-Counterfactual"
255,5,[5 5 5 1 1],Case: 243 / Pred: 5,Case: 251 / Pred: 5,Case: 247 / Pred: 5,Case: 167 / Pred: 1,Case: 175 / Pred: 1,"[243, 251, 247, 167, 175]","[0.33920314355080317, 0.33920314355080317, 0.3387842984711883, 0.3281682172829284, 0.3276608064886652]","Mission: 7.0/4.0, Risktol: 2.0/4.0, Timeurg: 8.0/4.0 - Non-Counterfactual","Mission: 3.0/4.0, Risktol: 8.0/4.0, Timeurg: 8.0/4.0 - Non-Counterfactual","Mission: 6.0/4.0, Denial: 7.0/2.0, Risktol: 7.0/4.0, Timeurg: 8.0/4.0 - Non-Counterfactual","Prompt: 16.0/11.0, Denial: 3.0/2.0, Risktol: 6.0/4.0 - Counterfactual","Prompt: 16.0/11.0, Risktol: 6.0/4.0, Timeurg: 2.0/4.0 - Counterfactual"
256,8,[8 8 8 8 8],Case: 268 / Pred: 8,Case: 260 / Pred: 8,Case: 261 / Pred: 8,Case: 257 / Pred: 8,Case: 258 / Pred: 8,"[268, 260, 261, 257, 258]","[0.3403081901700035, 0.33969331362362665, 0.3396799854367662, 0.3387842984711883, 0.3387842984711883]",Risktol: 8.0/3.0 - Non-Counterfactual,"Mission: 8.0/7.0, Denial: 2.0/8.0, Risktol: 2.0/3.0 - Non-Counterfactual","Denial: 6.0/8.0, Timeurg: 6.0/8.0 - Non-Counterfactual","Mission: 2.0/7.0, Denial: 2.0/8.0, Risktol: 2.0/3.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 2.0/7.0, Denial: 2.0/8.0, Risktol: 2.0/3.0, Timeurg: 3.0/8.0 - Non-Counterfactual"
257,8,[8 8 8 8 8],Case: 264 / Pred: 8,Case: 262 / Pred: 8,Case: 270 / Pred: 8,Case: 258 / Pred: 8,Case: 265 / Pred: 8,"[264, 262, 270, 258, 265]","[0.3410032413928608, 0.34038962038266385, 0.3401110392573743, 0.34009772744088324, 0.34009772744088324]", - Non-Counterfactual,"Mission: 3.0/2.0, Denial: 7.0/2.0 - Non-Counterfactual","Mission: 0.0/2.0, Risktol: 4.0/2.0 - Non-Counterfactual",Timeurg: 3.0/2.0 - Non-Counterfactual,Timeurg: 4.0/2.0 - Non-Counterfactual
258,8,[8 8 8 8 8],Case: 257 / Pred: 8,Case: 264 / Pred: 8,Case: 265 / Pred: 8,Case: 260 / Pred: 8,Case: 269 / Pred: 8,"[257, 264, 265, 260, 269]","[0.34009772744088324, 0.34009772744088324, 0.34009772744088324, 0.3399004544545376, 0.33969331362362665]",Timeurg: 2.0/3.0 - Non-Counterfactual,Timeurg: 2.0/3.0 - Non-Counterfactual,Timeurg: 4.0/3.0 - Non-Counterfactual,"Mission: 8.0/2.0, Timeurg: 8.0/3.0 - Non-Counterfactual","Mission: 4.0/2.0, Denial: 3.0/2.0, Risktol: 6.0/2.0 - Non-Counterfactual"
259,6,[6 6 6 6 0],Case: 267 / Pred: 6,Case: 271 / Pred: 6,Case: 263 / Pred: 6,Case: 179 / Pred: 6,Case: 190 / Pred: 0,"[267, 271, 263, 179, 190]","[0.3403081901700035, 0.33920314355080317, 0.3387842984711883, 0.32860059424594307, 0.32817831308665846]",Risktol: 8.0/2.0 - Non-Counterfactual,"Mission: 4.0/2.0, Risktol: 4.0/2.0, Timeurg: 4.0/8.0 - Non-Counterfactual","Mission: 7.0/2.0, Denial: 7.0/2.0, Risktol: 3.0/2.0, Timeurg: 4.0/8.0 - Non-Counterfactual","Prompt: 17.0/12.0, Risktol: 7.0/2.0 - Non-Counterfactual","Prompt: 17.0/12.0, Mission: 4.0/2.0, Timeurg: 2.0/8.0 - Counterfactual"
260,8,[8 8 8 8 8],Case: 257 / Pred: 8,Case: 258 / Pred: 8,Case: 264 / Pred: 8,Case: 265 / Pred: 8,Case: 256 / Pred: 8,"[257, 258, 264, 265, 256]","[0.3399004544545376, 0.3399004544545376, 0.3399004544545376, 0.3399004544545376, 0.33969331362362665]","Mission: 2.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 2.0/8.0, Timeurg: 3.0/8.0 - Non-Counterfactual","Mission: 2.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 2.0/8.0, Timeurg: 4.0/8.0 - Non-Counterfactual","Mission: 7.0/8.0, Denial: 8.0/2.0, Risktol: 3.0/2.0 - Non-Counterfactual"
261,8,[8 8 8 8 8],Case: 266 / Pred: 8,Case: 256 / Pred: 8,Case: 268 / Pred: 8,Case: 257 / Pred: 8,Case: 258 / Pred: 8,"[266, 256, 268, 257, 258]","[0.33969331362362665, 0.3396799854367662, 0.33898222101264736, 0.3387842984711883, 0.3387842984711883]","Mission: 2.0/7.0, Denial: 2.0/6.0, Risktol: 6.0/3.0 - Non-Counterfactual","Denial: 8.0/6.0, Timeurg: 8.0/6.0 - Non-Counterfactual","Denial: 8.0/6.0, Risktol: 8.0/3.0, Timeurg: 8.0/6.0 - Non-Counterfactual","Mission: 2.0/7.0, Denial: 2.0/6.0, Risktol: 2.0/3.0, Timeurg: 2.0/6.0 - Non-Counterfactual","Mission: 2.0/7.0, Denial: 2.0/6.0, Risktol: 2.0/3.0, Timeurg: 3.0/6.0 - Non-Counterfactual"
262,8,[8 8 8 8 8],Case: 257 / Pred: 8,Case: 264 / Pred: 8,Case: 270 / Pred: 8,Case: 258 / Pred: 8,Case: 260 / Pred: 8,"[257, 264, 270, 258, 260]","[0.34038962038266385, 0.34038962038266385, 0.33969331362362665, 0.3394824697009694, 0.3394824697009694]","Mission: 2.0/3.0, Denial: 2.0/7.0 - Non-Counterfactual","Mission: 2.0/3.0, Denial: 2.0/7.0 - Non-Counterfactual","Mission: 0.0/3.0, Denial: 2.0/7.0, Risktol: 4.0/2.0 - Non-Counterfactual","Mission: 2.0/3.0, Denial: 2.0/7.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Mission: 8.0/3.0, Denial: 2.0/7.0, Timeurg: 8.0/2.0 - Non-Counterfactual"
263,6,[6 6 6 0 0],Case: 271 / Pred: 6,Case: 259 / Pred: 6,Case: 267 / Pred: 6,Case: 186 / Pred: 0,Case: 178 / Pred: 0,"[271, 259, 267, 186, 178]","[0.33969331362362665, 0.3387842984711883, 0.3387842984711883, 0.3277453790311516, 0.3270221508286844]","Mission: 4.0/7.0, Denial: 2.0/7.0, Risktol: 4.0/3.0 - Non-Counterfactual","Mission: 2.0/7.0, Denial: 2.0/7.0, Risktol: 2.0/3.0, Timeurg: 8.0/4.0 - Non-Counterfactual","Mission: 2.0/7.0, Denial: 2.0/7.0, Risktol: 8.0/3.0, Timeurg: 8.0/4.0 - Non-Counterfactual","Prompt: 17.0/12.0, Mission: 2.0/7.0, Denial: 2.0/7.0, Timeurg: 7.0/4.0 - Counterfactual","Prompt: 17.0/12.0, Mission: 2.0/7.0, Denial: 2.0/7.0, Risktol: 7.0/3.0, Timeurg: 2.0/4.0 - Counterfactual"
264,8,[8 8 8 8 8],Case: 257 / Pred: 8,Case: 262 / Pred: 8,Case: 270 / Pred: 8,Case: 258 / Pred: 8,Case: 265 / Pred: 8,"[257, 262, 270, 258, 265]","[0.3410032413928608, 0.34038962038266385, 0.3401110392573743, 0.34009772744088324, 0.34009772744088324]", - Non-Counterfactual,"Mission: 3.0/2.0, Denial: 7.0/2.0 - Non-Counterfactual","Mission: 0.0/2.0, Risktol: 4.0/2.0 - Non-Counterfactual",Timeurg: 3.0/2.0 - Non-Counterfactual,Timeurg: 4.0/2.0 - Non-Counterfactual
265,8,[8 8 8 8 8],Case: 257 / Pred: 8,Case: 258 / Pred: 8,Case: 264 / Pred: 8,Case: 260 / Pred: 8,Case: 262 / Pred: 8,"[257, 258, 264, 260, 262]","[0.34009772744088324, 0.34009772744088324, 0.34009772744088324, 0.3399004544545376, 0.3394824697009694]",Timeurg: 2.0/4.0 - Non-Counterfactual,Timeurg: 3.0/4.0 - Non-Counterfactual,Timeurg: 2.0/4.0 - Non-Counterfactual,"Mission: 8.0/2.0, Timeurg: 8.0/4.0 - Non-Counterfactual","Mission: 3.0/2.0, Denial: 7.0/2.0, Timeurg: 2.0/4.0 - Non-Counterfactual"
266,8,[8 8 8 8 8],Case: 261 / Pred: 8,Case: 269 / Pred: 8,Case: 257 / Pred: 8,Case: 258 / Pred: 8,Case: 264 / Pred: 8,"[261, 269, 257, 258, 264]","[0.33969331362362665, 0.3394824697009694, 0.33940082184166687, 0.33940082184166687, 0.33940082184166687]","Mission: 7.0/2.0, Denial: 6.0/2.0, Risktol: 3.0/6.0 - Non-Counterfactual","Mission: 4.0/2.0, Denial: 3.0/2.0, Timeurg: 3.0/6.0 - Non-Counterfactual","Risktol: 2.0/6.0, Timeurg: 2.0/6.0 - Non-Counterfactual","Risktol: 2.0/6.0, Timeurg: 3.0/6.0 - Non-Counterfactual","Risktol: 2.0/6.0, Timeurg: 2.0/6.0 - Non-Counterfactual"
267,6,[6 6 6 6 6],Case: 259 / Pred: 6,Case: 271 / Pred: 6,Case: 263 / Pred: 6,Case: 179 / Pred: 6,Case: 187 / Pred: 6,"[259, 271, 263, 179, 187]","[0.3403081901700035, 0.33920314355080317, 0.3387842984711883, 0.32860059424594307, 0.328382628122221]",Risktol: 2.0/8.0 - Non-Counterfactual,"Mission: 4.0/2.0, Risktol: 4.0/8.0, Timeurg: 4.0/8.0 - Non-Counterfactual","Mission: 7.0/2.0, Denial: 7.0/2.0, Risktol: 3.0/8.0, Timeurg: 4.0/8.0 - Non-Counterfactual","Prompt: 17.0/12.0, Risktol: 7.0/8.0 - Non-Counterfactual","Prompt: 17.0/12.0, Timeurg: 7.0/8.0 - Non-Counterfactual"
