Index,Actual Outcome,Predicted,Sim#1,Sim#2,Sim#3,Sim#4,Sim#5,Similar_Index,Distance,Diff#1,Diff#2,Diff#3,Diff#4,Diff#5
[426],7,[7 7 7 7 7],Sample: 320 / Pred: 7,Sample: 434 / Pred: 7,Sample: 416 / Pred: 7,Sample: 296 / Pred: 7,Sample: 298 / Pred: 7,"[320, 434, 416, 296, 298]","[0.0, 1.41, 2.0, 2.24, 2.24]",,"Mission: 6.0/7.0, Risktol: 1.0/2.0",Timeurg: 0.0/2.0,"Mission: 6.0/7.0, Risktol: 0.0/2.0","Mission: 6.0/7.0, Timeurg: 0.0/2.0"
[427],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[428],7,[7 7 7 7 7],Sample: 354 / Pred: 7,Sample: 464 / Pred: 7,Sample: 522 / Pred: 7,Sample: 460 / Pred: 7,Sample: 402 / Pred: 7,"[354, 464, 522, 460, 402]","[0.0, 1.0, 1.41, 1.41, 2.0]",,Risktol: 8.0/9.0,"Mission: 7.0/6.0, Denial: 7.0/8.0","Denial: 7.0/8.0, Risktol: 8.0/9.0",Denial: 10.0/8.0
[429],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[430],7,[7 7 7 7 7],Sample: 458 / Pred: 7,Sample: 478 / Pred: 7,Sample: 390 / Pred: 7,Sample: 450 / Pred: 7,Sample: 422 / Pred: 7,"[458, 478, 390, 450, 422]","[3.0, 3.61, 3.61, 4.12, 4.12]","Mission: 3.0/1.0, Denial: 5.0/3.0, Risktol: 4.0/5.0","Mission: 3.0/1.0, Denial: 5.0/3.0, Risktol: 6.0/5.0, Timeurg: 2.0/0.0","Mission: 4.0/1.0, Denial: 5.0/3.0","Mission: 3.0/1.0, Denial: 5.0/3.0, Risktol: 8.0/5.0","Mission: 3.0/1.0, Risktol: 8.0/5.0, Timeurg: 2.0/0.0"
[431],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[432],7,[7 7 7 7 7],Sample: 496 / Pred: 7,Sample: 390 / Pred: 7,Sample: 329 / Pred: 7,Sample: 476 / Pred: 7,Sample: 388 / Pred: 7,"[496, 390, 329, 476, 388]","[1.41, 1.41, 1.41, 2.24, 2.24]","Mission: 6.0/5.0, Risktol: 5.0/6.0","Mission: 4.0/5.0, Risktol: 5.0/6.0","Mission: 6.0/5.0, Risktol: 5.0/6.0","Mission: 4.0/5.0, Denial: 7.0/5.0","Mission: 4.0/5.0, Timeurg: 2.0/0.0"
[433],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[434],7,[7 7 7 7 7],Sample: 296 / Pred: 7,Sample: 320 / Pred: 7,Sample: 426 / Pred: 7,Sample: 516 / Pred: 7,Sample: 298 / Pred: 7,"[296, 320, 426, 516, 298]","[1.0, 1.41, 1.41, 1.73, 2.24]",Risktol: 0.0/1.0,"Mission: 7.0/6.0, Risktol: 2.0/1.0","Mission: 7.0/6.0, Risktol: 2.0/1.0","Mission: 5.0/6.0, Risktol: 2.0/1.0, Timeurg: 3.0/2.0","Risktol: 2.0/1.0, Timeurg: 0.0/2.0"
[435],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[436],7,[7 7 7 7 7],Sample: 546 / Pred: 7,Sample: 288 / Pred: 7,Sample: 392 / Pred: 7,Sample: 398 / Pred: 7,Sample: 516 / Pred: 7,"[546, 288, 392, 398, 516]","[2.24, 2.24, 3.32, 3.46, 3.74]","Mission: 6.0/5.0, Timeurg: 3.0/5.0","Mission: 6.0/5.0, Timeurg: 3.0/5.0","Denial: 10.0/7.0, Risktol: 0.0/1.0, Timeurg: 6.0/5.0","Mission: 2.0/5.0, Denial: 8.0/7.0, Risktol: 2.0/1.0, Timeurg: 4.0/5.0","Denial: 10.0/7.0, Risktol: 2.0/1.0, Timeurg: 3.0/5.0"
[437],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[438],7,[7 7 7 7 7],Sample: 444 / Pred: 7,Sample: 382 / Pred: 7,Sample: 448 / Pred: 7,Sample: 308 / Pred: 7,Sample: 408 / Pred: 7,"[444, 382, 448, 308, 408]","[1.41, 2.0, 2.24, 2.45, 2.83]","Mission: 4.0/5.0, Risktol: 9.0/10.0",Risktol: 8.0/10.0,"Denial: 8.0/7.0, Risktol: 8.0/10.0","Mission: 6.0/5.0, Denial: 8.0/7.0, Risktol: 8.0/10.0","Risktol: 8.0/10.0, Timeurg: 3.0/5.0"
[439],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[440],7,[7 7 7 7 7],Sample: 454 / Pred: 7,Sample: 472 / Pred: 7,Sample: 300 / Pred: 7,Sample: 320 / Pred: 7,Sample: 366 / Pred: 7,"[454, 472, 300, 320, 366]","[1.41, 1.73, 2.0, 2.24, 2.24]","Mission: 5.0/6.0, Risktol: 5.0/4.0","Mission: 5.0/6.0, Risktol: 5.0/4.0, Timeurg: 3.0/2.0",Timeurg: 0.0/2.0,"Mission: 7.0/6.0, Risktol: 2.0/4.0","Mission: 5.0/6.0, Timeurg: 0.0/2.0"
[441],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[442],7,[7 7 7 7 7],Sample: 294 / Pred: 7,Sample: 335 / Pred: 7,Sample: 484 / Pred: 7,Sample: 414 / Pred: 7,Sample: 322 / Pred: 7,"[294, 335, 484, 414, 322]","[3.32, 3.61, 3.74, 4.12, 4.12]","Mission: 3.0/4.0, Risktol: 5.0/6.0, Timeurg: 5.0/8.0","Mission: 6.0/4.0, Timeurg: 5.0/8.0","Mission: 6.0/4.0, Risktol: 5.0/6.0, Timeurg: 5.0/8.0","Mission: 6.0/4.0, Denial: 8.0/10.0, Timeurg: 5.0/8.0","Mission: 6.0/4.0, Risktol: 8.0/6.0, Timeurg: 5.0/8.0"
[443],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[444],7,[7 7 7 7 7],Sample: 382 / Pred: 7,Sample: 438 / Pred: 7,Sample: 448 / Pred: 7,Sample: 408 / Pred: 7,Sample: 308 / Pred: 7,"[382, 438, 448, 408, 308]","[1.41, 1.41, 1.73, 2.45, 2.45]","Mission: 5.0/4.0, Risktol: 8.0/9.0","Mission: 5.0/4.0, Risktol: 10.0/9.0","Mission: 5.0/4.0, Denial: 8.0/7.0, Risktol: 8.0/9.0","Mission: 5.0/4.0, Risktol: 8.0/9.0, Timeurg: 3.0/5.0","Mission: 6.0/4.0, Denial: 8.0/7.0, Risktol: 8.0/9.0"
[445],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[446],7,[7 7 7 7 7],Sample: 331 / Pred: 7,Sample: 350 / Pred: 7,Sample: 327 / Pred: 7,Sample: 412 / Pred: 7,Sample: 498 / Pred: 7,"[331, 350, 327, 412, 498]","[2.0, 2.0, 2.0, 2.0, 2.0]",Mission: 6.0/4.0,Mission: 6.0/4.0,Mission: 6.0/4.0,Risktol: 8.0/10.0,Risktol: 8.0/10.0
[447],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[448],7,[7 7 7 7 7],Sample: 382 / Pred: 7,Sample: 308 / Pred: 7,Sample: 444 / Pred: 7,Sample: 438 / Pred: 7,Sample: 337 / Pred: 7,"[382, 308, 444, 438, 337]","[1.0, 1.0, 1.73, 2.24, 2.24]",Denial: 7.0/8.0,Mission: 6.0/5.0,"Mission: 4.0/5.0, Denial: 7.0/8.0, Risktol: 9.0/8.0","Denial: 7.0/8.0, Risktol: 10.0/8.0","Mission: 6.0/5.0, Denial: 10.0/8.0"
[449],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[450],7,[7 7 7 7 7],Sample: 312 / Pred: 7,Sample: 418 / Pred: 7,Sample: 536 / Pred: 7,Sample: 422 / Pred: 7,Sample: 432 / Pred: 7,"[312, 418, 536, 422, 432]","[0.0, 1.41, 2.45, 2.83, 2.83]",,"Mission: 4.0/3.0, Risktol: 9.0/8.0","Mission: 2.0/3.0, Denial: 7.0/5.0, Risktol: 9.0/8.0","Denial: 3.0/5.0, Timeurg: 2.0/0.0","Mission: 5.0/3.0, Risktol: 6.0/8.0"
[451],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[452],7,[7 7 7 7 7],Sample: 324 / Pred: 7,Sample: 400 / Pred: 7,Sample: 502 / Pred: 7,Sample: 412 / Pred: 7,Sample: 528 / Pred: 7,"[324, 400, 502, 412, 528]","[0.0, 1.0, 1.0, 2.0, 2.0]",,Mission: 3.0/2.0,Mission: 3.0/2.0,Mission: 4.0/2.0,Timeurg: 2.0/0.0
[453],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[454],7,[7 7 7 7 7],Sample: 472 / Pred: 7,Sample: 542 / Pred: 7,Sample: 304 / Pred: 7,Sample: 480 / Pred: 7,Sample: 440 / Pred: 7,"[472, 542, 304, 480, 440]","[1.0, 1.0, 1.0, 1.0, 1.41]",Timeurg: 3.0/2.0,Mission: 4.0/5.0,Risktol: 6.0/5.0,Mission: 4.0/5.0,"Mission: 6.0/5.0, Risktol: 4.0/5.0"
[455],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[456],7,[7 7 7 7 7],Sample: 372 / Pred: 7,Sample: 486 / Pred: 7,Sample: 333 / Pred: 7,Sample: 454 / Pred: 7,Sample: 406 / Pred: 7,"[372, 486, 333, 454, 406]","[1.41, 1.41, 2.24, 2.24, 2.24]","Mission: 5.0/6.0, Denial: 7.0/8.0","Mission: 7.0/6.0, Risktol: 6.0/5.0","Risktol: 6.0/5.0, Timeurg: 0.0/2.0","Mission: 5.0/6.0, Denial: 10.0/8.0","Risktol: 4.0/5.0, Timeurg: 0.0/2.0"
[457],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[458],7,[7 7 7 7 7],Sample: 390 / Pred: 7,Sample: 314 / Pred: 7,Sample: 478 / Pred: 7,Sample: 432 / Pred: 7,Sample: 430 / Pred: 7,"[390, 314, 478, 432, 430]","[1.41, 2.45, 2.83, 2.83, 3.0]","Mission: 4.0/3.0, Risktol: 5.0/4.0","Mission: 4.0/3.0, Denial: 7.0/5.0, Risktol: 5.0/4.0","Risktol: 6.0/4.0, Timeurg: 2.0/0.0","Mission: 5.0/3.0, Risktol: 6.0/4.0","Mission: 1.0/3.0, Denial: 3.0/5.0, Risktol: 5.0/4.0"
[459],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[460],7,[7 7 7 7 7],Sample: 464 / Pred: 7,Sample: 428 / Pred: 7,Sample: 354 / Pred: 7,Sample: 522 / Pred: 7,Sample: 333 / Pred: 7,"[464, 428, 354, 522, 333]","[1.0, 1.41, 1.41, 1.41, 2.24]",Denial: 8.0/7.0,"Denial: 8.0/7.0, Risktol: 9.0/8.0","Denial: 8.0/7.0, Risktol: 9.0/8.0","Mission: 7.0/6.0, Risktol: 9.0/8.0","Denial: 8.0/7.0, Risktol: 6.0/8.0"
[461],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[462],7,[7 7 7 7 7],Sample: 376 / Pred: 7,Sample: 424 / Pred: 7,Sample: 524 / Pred: 7,Sample: 352 / Pred: 7,Sample: 366 / Pred: 7,"[376, 424, 524, 352, 366]","[2.24, 2.83, 3.16, 3.32, 3.61]","Mission: 4.0/2.0, Risktol: 1.0/2.0","Mission: 4.0/2.0, Denial: 8.0/10.0","Mission: 5.0/2.0, Risktol: 1.0/2.0","Mission: 1.0/2.0, Denial: 7.0/10.0, Risktol: 1.0/2.0","Mission: 5.0/2.0, Risktol: 4.0/2.0"
[463],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[464],7,[7 7 7 7 7],Sample: 354 / Pred: 7,Sample: 428 / Pred: 7,Sample: 460 / Pred: 7,Sample: 522 / Pred: 7,Sample: 333 / Pred: 7,"[354, 428, 460, 522, 333]","[1.0, 1.0, 1.0, 1.73, 2.0]",Risktol: 9.0/8.0,Risktol: 9.0/8.0,Denial: 7.0/8.0,"Mission: 7.0/6.0, Denial: 7.0/8.0, Risktol: 9.0/8.0",Risktol: 6.0/8.0
[465],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[466],7,[7 7 7 7 7],Sample: 329 / Pred: 7,Sample: 496 / Pred: 7,Sample: 500 / Pred: 7,Sample: 390 / Pred: 7,Sample: 432 / Pred: 7,"[329, 496, 500, 390, 432]","[3.16, 3.16, 3.32, 3.74, 3.74]","Denial: 5.0/2.0, Risktol: 5.0/4.0","Denial: 5.0/2.0, Risktol: 5.0/4.0","Mission: 7.0/6.0, Denial: 5.0/2.0, Risktol: 5.0/4.0","Mission: 4.0/6.0, Denial: 5.0/2.0, Risktol: 5.0/4.0","Mission: 5.0/6.0, Denial: 5.0/2.0, Risktol: 6.0/4.0"
[467],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[468],7,[7 7 7 7 7],Sample: 380 / Pred: 7,Sample: 322 / Pred: 7,Sample: 337 / Pred: 7,Sample: 526 / Pred: 7,Sample: 448 / Pred: 7,"[380, 322, 337, 526, 448]","[1.0, 2.24, 2.24, 2.24, 2.45]",Timeurg: 4.0/5.0,"Mission: 6.0/4.0, Risktol: 8.0/9.0","Mission: 6.0/4.0, Risktol: 8.0/9.0","Mission: 6.0/4.0, Timeurg: 6.0/5.0","Mission: 5.0/4.0, Denial: 8.0/10.0, Risktol: 8.0/9.0"
[469],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[470],7,[7 7 7 7 7],Sample: 534 / Pred: 7,Sample: 378 / Pred: 7,Sample: 402 / Pred: 7,Sample: 318 / Pred: 7,Sample: 518 / Pred: 7,"[534, 378, 402, 318, 518]","[0.0, 1.0, 1.41, 2.0, 2.0]",,Risktol: 9.0/8.0,"Mission: 6.0/7.0, Risktol: 9.0/8.0",Risktol: 6.0/8.0,Mission: 5.0/7.0
[471],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[472],7,[7 7 7 7 7],Sample: 454 / Pred: 7,Sample: 480 / Pred: 7,Sample: 542 / Pred: 7,Sample: 304 / Pred: 7,Sample: 440 / Pred: 7,"[454, 480, 542, 304, 440]","[1.0, 1.41, 1.41, 1.41, 1.73]",Timeurg: 2.0/3.0,"Mission: 4.0/5.0, Timeurg: 2.0/3.0","Mission: 4.0/5.0, Timeurg: 2.0/3.0","Risktol: 6.0/5.0, Timeurg: 2.0/3.0","Mission: 6.0/5.0, Risktol: 4.0/5.0, Timeurg: 2.0/3.0"
[473],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[474],7,[7 7 7 7 7],Sample: 343 / Pred: 7,Sample: 544 / Pred: 7,Sample: 370 / Pred: 7,Sample: 380 / Pred: 7,Sample: 402 / Pred: 7,"[343, 544, 370, 380, 402]","[1.0, 2.0, 2.0, 2.24, 2.24]",Mission: 4.0/5.0,Mission: 3.0/5.0,Mission: 7.0/5.0,"Mission: 4.0/5.0, Timeurg: 4.0/2.0","Mission: 6.0/5.0, Timeurg: 0.0/2.0"
[475],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[476],7,[7 7 7 7 7],Sample: 532 / Pred: 7,Sample: 314 / Pred: 7,Sample: 341 / Pred: 7,Sample: 432 / Pred: 7,Sample: 333 / Pred: 7,"[532, 314, 341, 432, 333]","[0.0, 1.0, 1.73, 2.24, 2.24]",,Risktol: 5.0/6.0,"Mission: 3.0/4.0, Denial: 8.0/7.0, Risktol: 5.0/6.0","Mission: 5.0/4.0, Denial: 5.0/7.0","Mission: 6.0/4.0, Denial: 8.0/7.0"
[477],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[478],7,[7 7 7 7 7],Sample: 388 / Pred: 7,Sample: 368 / Pred: 7,Sample: 390 / Pred: 7,Sample: 312 / Pred: 7,Sample: 458 / Pred: 7,"[388, 368, 390, 312, 458]","[1.0, 2.24, 2.45, 2.83, 2.83]",Mission: 4.0/3.0,"Denial: 7.0/5.0, Timeurg: 3.0/2.0","Mission: 4.0/3.0, Risktol: 5.0/6.0, Timeurg: 0.0/2.0","Risktol: 8.0/6.0, Timeurg: 0.0/2.0","Risktol: 4.0/6.0, Timeurg: 0.0/2.0"
[479],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[480],7,[7 7 7 7 7],Sample: 542 / Pred: 7,Sample: 454 / Pred: 7,Sample: 304 / Pred: 7,Sample: 472 / Pred: 7,Sample: 440 / Pred: 7,"[542, 454, 304, 472, 440]","[0.0, 1.0, 1.41, 1.41, 2.24]",,Mission: 5.0/4.0,"Mission: 5.0/4.0, Risktol: 6.0/5.0","Mission: 5.0/4.0, Timeurg: 3.0/2.0","Mission: 6.0/4.0, Risktol: 4.0/5.0"
[481],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[482],7,[7 7 7 7 7],Sample: 530 / Pred: 7,Sample: 492 / Pred: 7,Sample: 486 / Pred: 7,Sample: 408 / Pred: 7,Sample: 460 / Pred: 7,"[530, 492, 486, 408, 460]","[1.0, 2.0, 2.24, 2.24, 2.24]",Denial: 8.0/7.0,Mission: 5.0/7.0,"Denial: 8.0/7.0, Risktol: 6.0/8.0","Mission: 5.0/7.0, Timeurg: 3.0/2.0","Mission: 6.0/7.0, Timeurg: 0.0/2.0"
[483],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[484],7,[7 7 7 7 7],Sample: 335 / Pred: 7,Sample: 414 / Pred: 7,Sample: 472 / Pred: 7,Sample: 294 / Pred: 7,Sample: 337 / Pred: 7,"[335, 414, 472, 294, 337]","[1.0, 2.24, 2.24, 3.0, 3.0]",Risktol: 6.0/5.0,"Denial: 8.0/10.0, Risktol: 6.0/5.0","Mission: 5.0/6.0, Timeurg: 3.0/5.0",Mission: 3.0/6.0,Risktol: 8.0/5.0
[485],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[486],7,[7 7 7 7 7],Sample: 456 / Pred: 7,Sample: 530 / Pred: 7,Sample: 333 / Pred: 7,Sample: 482 / Pred: 7,Sample: 508 / Pred: 7,"[456, 530, 333, 482, 508]","[1.41, 2.0, 2.24, 2.24, 2.24]","Mission: 6.0/7.0, Risktol: 5.0/6.0",Risktol: 8.0/6.0,"Mission: 6.0/7.0, Timeurg: 0.0/2.0","Denial: 7.0/8.0, Risktol: 8.0/6.0","Denial: 7.0/8.0, Timeurg: 0.0/2.0"
[487],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[488],7,[7 7 7 7 7],Sample: 362 / Pred: 7,Sample: 494 / Pred: 7,Sample: 416 / Pred: 7,Sample: 364 / Pred: 7,Sample: 339 / Pred: 7,"[362, 494, 416, 364, 339]","[1.41, 1.73, 2.24, 2.24, 2.45]","Mission: 7.0/8.0, Denial: 7.0/8.0","Mission: 7.0/8.0, Denial: 7.0/8.0, Risktol: 1.0/2.0","Mission: 7.0/8.0, Denial: 10.0/8.0","Denial: 10.0/8.0, Risktol: 1.0/2.0","Mission: 7.0/8.0, Denial: 10.0/8.0, Risktol: 1.0/2.0"
[489],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[490],7,[7 7 7 7 7],Sample: 526 / Pred: 7,Sample: 337 / Pred: 7,Sample: 322 / Pred: 7,Sample: 308 / Pred: 7,Sample: 468 / Pred: 7,"[526, 337, 322, 308, 468]","[1.41, 1.41, 1.41, 2.45, 3.0]","Mission: 6.0/7.0, Timeurg: 6.0/5.0","Mission: 6.0/7.0, Risktol: 8.0/9.0","Mission: 6.0/7.0, Risktol: 8.0/9.0","Mission: 6.0/7.0, Denial: 8.0/10.0, Risktol: 8.0/9.0",Mission: 4.0/7.0
[491],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[492],7,[7 7 7 7 7],Sample: 292 / Pred: 7,Sample: 408 / Pred: 7,Sample: 482 / Pred: 7,Sample: 460 / Pred: 7,Sample: 530 / Pred: 7,"[292, 408, 482, 460, 530]","[1.0, 1.0, 2.0, 2.24, 2.24]",Mission: 4.0/5.0,Timeurg: 3.0/2.0,Mission: 7.0/5.0,"Mission: 6.0/5.0, Timeurg: 0.0/2.0","Mission: 7.0/5.0, Denial: 8.0/7.0"
[493],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[494],7,[7 7 7 7 7],Sample: 362 / Pred: 7,Sample: 488 / Pred: 7,Sample: 396 / Pred: 7,Sample: 339 / Pred: 7,Sample: 546 / Pred: 7,"[362, 488, 396, 339, 546]","[1.0, 1.73, 2.24, 3.0, 3.16]",Risktol: 2.0/1.0,"Mission: 8.0/7.0, Denial: 8.0/7.0, Risktol: 2.0/1.0","Mission: 5.0/7.0, Denial: 8.0/7.0",Denial: 10.0/7.0,"Mission: 6.0/7.0, Timeurg: 3.0/0.0"
